"","sector","code","description","region","nondis","estab","employ","wage","bea.comp.st","bea.earn.st","bea.empl.st","gdp.comp.st","us.comp.gdp.ratio","us.comp.out.ratio","st.output","st.gdp.est","gdp","taxsub.est","taxsub.st","surplus.est","surplus.st","check","output","jobs.1000output.ratio","earn.output.ratio","comp.output.ratio","valueadded.output.ratio","taxsub.output.ratio","surplus.output.ratio","Code","Description","st.total.dem","rpc"
"93",92,"333314","Optical instrument and lens manufacturing",34000,0,14,258,17655206,21965702.8893165,22278173.8491935,275.735897648228,21624798.6404421,0.965816080885893,0.445283018867925,48564166.4382809,22390182.8395803,19808976.3982323,228895.249666623,348476.184796191,448253.197263803,311738.076335199,0,48564166.4382809,0.00567776444796297,0.458736872947389,0.452302685298474,0.407892852920828,0.00717558254065911,0.00641909661378374,"333314","Optical instrument and lens manufacturing",150626562.81208,0.670706770697705
"94",93,"333315","Photographic and photocopying equipment manufacturing",34000,0,8,163,13408005,16681552.9747129,16918854.7763677,174.205237661477,16422657.9001707,0.831066571224052,0.487405541561713,33694031.9708928,19760941.5043397,17482841.7735981,62572.8052025702,95262.4943538377,2878349.03931823,2001750.34559824,0,33694031.9708928,0.00517021049341818,0.502132092442465,0.495089248716913,0.518870575913889,0.00282728093913284,0.0594096410701897,"333315","Photographic and photocopying equipment manufacturing",60137793.6247827,0.740872024024398
"95",94,"33341A","Air purification and ventilation equipment manufacturing",34000,0,17,333,22203096,27623954.6544499,28016916.5218652,355.891681848294,27195235.2294504,0.626337448559671,0.283955223880597,95772970.3218491,43419462.2914353,38413938.3727829,679752.818942249,1034873.67821942,13689905.6093951,9520656.77597762,0,95772970.3218491,0.0037159929430225,0.292534693533187,0.288431637461158,0.401093734940988,0.010805487965359,0.0994085987307594,"33341A","Air purification and ventilation equipment manufacturing",252432157.119851,0.716754829994081
"96",95,"333414","Heating equipment (except warm air furnaces) manufacturing",34000,0,17,259,15152459,18851913.2790945,19120089.3291631,276.804641437562,18559334.5544965,0.532133676092545,0.212177121771218,87470950.6829313,34877203.5830876,30856456.4909411,364883.547193648,555508.36728214,14071813.3200333,9786254.82587146,0,87470950.6829313,0.00316453221642618,0.218587876087805,0.215521989093611,0.35276233138006,0.00635077546253923,0.111880055600917,"333414","Heating equipment (except warm air furnaces) manufacturing",120658383.277295,0.872447915261462
"97",96,"333415","Air conditioning, refrigeration, and warm air heating equipment manufacturing",34000,0,39,1365,65428111,81402304.0476117,82560284.5688875,1458.83527244121,80138953.1110253,0.584070796460177,0.197604790419162,405551671.804279,137207601.538574,121389903.781001,1931230.4469484,2940156.33393443,48570445.7407524,33778358.7811298,0,405551671.804279,0.00359716251680315,0.203575253929002,0.200719932149353,0.299320437371008,0.00724976997592888,0.083289901459046,"333415","Air conditioning, refrigeration, and warm air heating equipment manufacturing",701367261.148765,0.872929048825177
"98",97,"333511","Industrial mold manufacturing",34000,0,59,564,32358747,40259095.3893464,40831797.2165303,602.771497184498,39634280.5703886,0.884297520661157,0.474290780141844,83565361.6512119,44820074.2898787,39653083.6811991,616097.498517804,937963.13404781,3971862.59682754,2762235.30130017,0,83565361.6512119,0.00721317403854922,0.488621079472563,0.4817677395735,0.474515790964976,0.0112243053283574,0.0330547878537197,"333511","Industrial mold manufacturing",179973299.329231,0.833326338449731
"99",98,"33351A","Metal cutting and forming machine tool manufacturing",34000,0,0,0,0,0,0,0,0,0.77770618556701,0.37149892274546,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"33351A","Metal cutting and forming machine tool manufacturing",148189705.346179,0
"100",99,"333514","Special tool, die, jig, and fixture manufacturing",34000,0,80,625,32758337,40756244.7977159,41336018.7752252,667.964868333885,40123714.2982496,0.881386861313869,0.433128362797848,92637004.9725337,45523385.9947014,40275315.5343846,829444.715124187,1262768.58190294,3958236.17217492,2752758.79241085,0,92637004.9725337,0.00721056200523681,0.446214974107604,0.439956417090555,0.434764871190794,0.0136313623511181,0.0297155417883709,"333514","Special tool, die, jig, and fixture manufacturing",219504637.864377,0.828788262296555
"101",100,"33351B","Cutting and machine tool accessory, rolling mill, and other metalworking machinery manufacturing",34000,0,61,1100,68994292,85839163.7645431,87060260.4001347,1175.61816826764,84506953.46403,0.751041956098916,0.327041742286751,258398065.253499,112519617.283405,99548023.304435,1631934.80826943,2484500.73406988,23151346.3478222,16100623.9756782,0,258398065.253499,0.00454963997936405,0.336923035065007,0.332197393507306,0.385250652735245,0.00961501291285787,0.062309382850382,"33351B","Cutting and machine tool accessory, rolling mill, and other metalworking machinery manufacturing",150201489.700707,0.926214774927347
"102",101,"333611","Turbine and turbine generator set units manufacturing",34000,1,5,272,22485640,27975481.4254861,28373443.9026302,290.698310698907,27541306.3603715,0.615360696517413,0.222359550561798,123859336.335173,44756362.4330242,39596716.715473,123124.119140152,187447.416916003,15107329.4184967,10506405.398181,0,123859336.335173,0.00234700361959195,0.229077958449975,0.225864938834989,0.319691013104748,0.00151338948247515,0.0848253002886265,"333611","Turbine and turbine generator set units manufacturing",289681855.930942,0.826103221589907
"103",102,"333612","Speed changer, industrial high-speed drive, and gear manufacturing",34000,0,6,139,7814871,9722862.16905855,9861173.79468813,148.555386717456,9571964.87970914,0.617479417352755,0.282608695652174,33870029.5743554,15501674.4051905,13714595.5718893,356110.461334681,542151.989229407,4890004.62759575,3400757.97603243,0,33870029.5743554,0.00438604242701738,0.291147481080279,0.287063881881585,0.404918322902005,0.0160068354247879,0.10040611179765,"333612","Speed changer, industrial high-speed drive, and gear manufacturing",137188278.400574,0.743678268100642
"104",103,"333613","Mechanical power transmission equipment manufacturing",34000,0,8,456,30534075,37988931.9586589,38529339.7978088,487.347167936403,37399349.7185564,0.537149146945515,0.233884495566739,159905211.450344,69625633.646124,61598984.8537517,915339.89601062,1393537.67812175,27561901.3132087,19167948.2666661,0,159905211.450344,0.00304772535876818,0.240951120031341,0.237571568894461,0.385221871726677,0.00871477336781163,0.119870691472857,"333613","Mechanical power transmission equipment manufacturing",93003195.2021747,0.918847670672636
"105",104,"333618","Other engine equipment manufacturing",34000,1,6,216,18260239,22718453.954143,23041633.1007309,230.848658496191,22365867.1273134,0.604116417430455,0.147826086956522,151298512.920061,37022445.4790424,32754388.5618819,300209.060625063,457046.217604949,12661448.8025026,8805415.59413772,0,151298512.920061,0.00152578273269718,0.152292528565069,0.150156492061137,0.216488502958305,0.00302082425520222,0.0581989566466529,"333618","Other engine equipment manufacturing",273198232.248083,0.86767500214851
"106",105,"33391A","Pump and pumping equipment manufacturing",34000,0,19,567,46004260,57236143.6509359,58050350.8191011,605.977728552501,56347847.717129,0.385791064830366,0.171545929798357,328470910.288358,146057938.74958,129219947.965335,1106855.44948473,1685106.02434558,78261191.192979,54426813.5578797,0,328470910.288358,0.00184484442783845,0.176729046624372,0.174250266486885,0.393398453007285,0.00513015299548523,0.165697514918747,"33391A","Pump and pumping equipment manufacturing",364721945.745959,0.895505673339919
"107",106,"333912","Air and gas compressor manufacturing",34000,0,10,217,14567379,18123986.714744,18381807.7166072,231.917402285525,17842705.295764,0.463072776280323,0.18298008307594,97511734.5878511,38531103.9856137,34089124.4576886,468610.605752593,713425.185911614,17834768.3483487,12403205.1767522,0,97511734.5878511,0.00237835377727369,0.188508673282256,0.185864673532349,0.349589970907314,0.00731630084242701,0.127197052018163,"333912","Air and gas compressor manufacturing",251378988.521077,0.820496714443747
"108",107,"333920","Material handling equipment manufacturing",34000,0,36,1284,108662595,135192434.285509,137115601.047901,1372.26702550513,133094269.000481,0.467102731819931,0.178378576938618,746133707.784204,284935753.815692,252087518.122892,9432670.69544104,14360547.4607866,124904079.054542,86864650.5335852,0,746133707.784204,0.00183917039424524,0.18376813648467,0.181190626927968,0.337858369743832,0.0192466139928635,0.116419684069156,"333920","Material handling equipment manufacturing",718160848.223515,0.90916089471016
"109",108,"333991","Power-driven handtool manufacturing",34000,0,8,129,6471375,8051353.26856851,8165887.0076806,137.867948824114,7926397.53406393,0.502286585365854,0.26057730328193,30418602.9797385,15780627.5640241,13961390.1862584,127695.641947485,194407.224203084,6821075.54069483,4743722.92394799,0,30418602.9797385,0.0045323563648188,0.268450428611722,0.264685175513531,0.45897539066991,0.00639106353216079,0.155948086343996,"333991","Power-driven handtool manufacturing",70471370.6464217,0.795248225044348
"110",109,"33399A","Other general purpose machinery manufacturing",34000,1,56,631,37281011,46383124.1073788,47042942.7066269,674.377331069891,45663265.3273547,0.62777358490566,0.237765835810656,192051415.51,72738430.5827663,64352929.361138,2185571.18584997,3327371.4048446,21768289.0110657,15138775.5465905,0,192051415.51,0.00351144160681688,0.244949731725239,0.241514096546525,0.335081775837196,0.0173254198413932,0.0788266803782149,"33399A","Other general purpose machinery manufacturing",461721847.015144,0.838807651045511
"111",110,"333993","Packaging machinery manufacturing",34000,0,40,645,45306087,56367512.5693534,57169363.1109535,689.33974412057,55492697.6531086,0.671374253123303,0.286111111111111,193955059.758438,82655385.4202047,73126628.3400444,1112192.06600828,1693230.63055106,22958821.9340281,15966732.7044724,0,193955059.758438,0.00355412096482098,0.294755719093667,0.290621511186955,0.377028722174715,0.00873001525538908,0.0823218158080444,"333993","Packaging machinery manufacturing",125541053.401845,0.922573191664801
"112",111,"333994","Industrial process furnace and oven manufacturing",34000,0,21,616,49150299,61150284.2139065,62020171.606145,658.346174229877,60201241.4351053,0.76043557168784,0.354334038054968,169899684.957069,79166787.6628712,70040206.4410779,1652491.25904539,2515796.41866707,15063093.3997599,10475641.4204338,0,169899684.957069,0.00387491109472175,0.365039944728658,0.359919938811883,0.412244475078196,0.0148075402217653,0.0616578036803355,"333994","Industrial process furnace and oven manufacturing",74880308.133655,0.933676597825732
"113",112,"33399B","Fluid power process machinery",34000,1,8,130,17263094,21477857.2254746,21783388.3845348,138.936692613448,21144524.2644591,0.736191024165708,0.288305543037404,73340678.9258846,28721518.6960765,25410417.1479214,606750.466995822,923732.96593076,6104055.90290977,4245070.99253493,0,73340678.9258846,0.00189440150607076,0.297016453945679,0.292850537246584,0.346470983362456,0.0125950970110905,0.0578815338868738,"33399B","Fluid power process machinery",103874610.715803,0.876337980302476
"114",113,"334111","Electronic computer manufacturing",34000,0,14,62,7532702,9236039.06325056,9236205.0851966,66.2621149387214,9694237.97926689,0.717407316474343,0.365151104909087,26548565.3718082,13512878.6069658,10321204.473513,70953.5294029867,128283.147191827,2845743.33998408,1483742.45495702,0,26548565.3718082,0.00249588307355715,0.347898462905438,0.347892209386888,0.388766938211776,0.00483201805428066,0.0558878581263228,"334111","Electronic computer manufacturing",1066732124.10234,0.0293876080407032
"115",114,"334112","Computer storage device manufacturing",34000,0,8,96,11034255,13529382.9775647,13529626.1742939,102.599403776085,14200574.2287317,0.733333333333333,0.366436203645506,38753196.565887,19364419.4028159,14790640.690304,403099.222167614,728798.655758799,3544172.39182756,1847896.46049757,0,38753196.565887,0.00264750815075728,0.349122843357999,0.349116567831056,0.381662469189023,0.0188061558875464,0.047683717067206,"334112","Computer storage device manufacturing",104935421.759969,0.479281962765254
"116",115,"33411A","Computer terminals and other computer peripheral equipment manufacturing",34000,0,26,310,30182288,37007277.200967,37007942.4233785,331.310574693607,38843204.2885503,0.736952530815631,0.360418136343231,107772612.895261,52707878.2748193,40258541.8593943,1034706.81936025,1870737.76773663,9555200.7298064,4981987.23308948,0,107772612.895261,0.00307416296026518,0.343389117412834,0.343382944950335,0.373550763759618,0.0173581925637705,0.0462268390758165,"33411A","Computer terminals and other computer peripheral equipment manufacturing",522168556.260222,0.363059170927142
"117",116,"334210","Telephone apparatus manufacturing",34000,0,29,205,20874421,25594662.8153799,25595122.8909274,219.092476813514,26864411.3166041,0.533664571080917,0.251878439818138,106656255.835159,50339506.8220311,38449567.8617401,686181.701852186,1240608.45175289,17244214.0187058,8990962.77672813,0,106656255.835159,0.00205419246248555,0.239977699296753,0.239973385667479,0.360499884049607,0.0116318395206962,0.0842985036960605,"334210","Telephone apparatus manufacturing",662070109.059345,0.264414451984291
"118",117,"334220","Broadcast and wireless communications equipment",34000,0,55,1886,220155799,269938670.023736,269943522.292442,2015.65078668433,283330298.745609,0.397030799911367,0.20321183115204,1394260841.70082,713622970.330915,545068804.95354,11667105.3752519,21093989.3864251,316992595.940851,165276806.90526,0,1394260841.70082,0.00144567696832502,0.193610488237728,0.193607008064894,0.390937469267677,0.0151291557185907,0.118540808119981,"334220","Broadcast and wireless communications equipment",1187195476.92693,0.62274919253151
"119",118,"334290","Other communications equipment manufacturing",34000,0,22,444,37462505,45933737.931916,45934563.6114641,474.522242464392,48212505.7873623,0.792240300375469,0.42263395092639,114076272.579813,60855911.7284399,46482050.6895921,2457905.68414927,4443864.58737707,7199191.2050526,3753587.14969338,0,114076272.579813,0.00415969273656266,0.402665362153431,0.402658124192991,0.407464669369092,0.0389552050297569,0.0329041882663828,"334290","Other communications equipment manufacturing",158053622.646811,0.450038915097537
"120",119,"334300","Audio and video equipment manufacturing",34000,0,14,145,12181564,14936127.9598591,14936396.4434605,154.967849453461,15677107.6800423,0.565554231227652,0.248820136339801,63005783.6582523,27719901.6724036,21172599.966899,712903.395786527,1288920.96030655,8485443.07374229,4424226.16289173,0,63005783.6582523,0.00245958133453299,0.237063894395418,0.237059633142153,0.33604216529931,0.0204571848085843,0.0702193656837765,"334300","Audio and video equipment manufacturing",99757813.3135166,0.563558880801098
"121",120,"33441A","Other electronic component manufacturing",34000,0,111,4828,318038075,389954638.362305,389961647.971888,5159.8950149056,409300246.51419,0.724816014130115,0.388175941983289,1054419406.88795,564695368.941882,431317155.849427,12671607.9345813,22910118.2070388,105994572.18225,55264522.4648721,0,1054419406.88795,0.00489358881408936,0.369835423574795,0.369828775736622,0.40905654147853,0.0217277091614394,0.0524122774143373,"33441A","Other electronic component manufacturing",723599420.385089,0.711159974048641
"122",121,"334413","Semiconductor and related device manufacturing",34000,0,47,1657,142705209,174974515.765171,174977661.010597,1770.9084589268,183654982.890206,0.49096093301388,0.315875968202201,581414863.357515,374072498.52406,285718451.077809,10483264.159499,18953618.3828963,134952932.142844,70363125.1729091,0,581414863.357515,0.00304586031512898,0.300951475509497,0.300946065868939,0.491419241379316,0.0325991294296197,0.121020513246911,"334413","Semiconductor and related device manufacturing",1508075442.35906,0.331384995770211
"123",122,"334418","Printed circuit assembly (electronic assembly) manufacturing",34000,0,31,1153,68653196,84177443.9069802,84178957.0343017,1232.26158910235,88353477.9500442,0.476154523719643,0.156034802688549,566242123.088404,185556313.231766,141728842.974215,4101879.18511004,7416149.35429011,70124299.8080551,36562116.9300279,0,566242123.088404,0.00217620967931763,0.148662477766882,0.148659805540179,0.250297244226897,0.0130971346918538,0.064569758128573,"334418","Printed circuit assembly (electronic assembly) manufacturing",637136923.133277,0.61911796321302
"124",123,"334510","Electromedical and electrotherapeutic apparatus manufacturing",34000,0,42,1925,166042421,203588869.772453,203592529.37373,2057.33179446837,213688891.957709,0.434684991155259,0.245409848659445,870742935.236658,491594824.541307,375482593.294079,7127476.08715799,12886392.9911375,205138469.461931,106957170.736021,0,870742935.236658,0.00236273153787829,0.233814735824869,0.233810532975636,0.431220947192672,0.0147993081191467,0.122834382465533,"334510","Electromedical and electrotherapeutic apparatus manufacturing",714633412.24363,0.805119496440911
"125",124,"334511","Search, detection, and navigation instruments manufacturing",34000,0,61,6490,723578788,887198504.773917,887214452.565094,6936.14719277907,931212328.274967,0.609391955098223,0.333962186769471,2788376544.3115,1528100790.44262,1167171050.15396,21399955.6436085,38690868.2742997,434462772.944118,226524596.318355,0,2788376544.3115,0.00248752171112949,0.318183157283789,0.318177437901588,0.418584445682228,0.0138757688064878,0.081238883170382,"334511","Search, detection, and navigation instruments manufacturing",1070296980.12595,0.843417878331086
"126",125,"334512","Automatic environmental control manufacturing",34000,0,21,266,15805219,19379184.2671103,19379532.6166422,284.285847962902,20340583.5383413,0.861744301288404,0.485212053571429,41921018.6322112,23603966.4061948,18028827.961104,357360.316374708,646103.251688068,2135227.89033888,1113286.72104415,0,41921018.6322112,0.0067814632668411,0.462286777586826,0.462278467923958,0.430066552515761,0.015412393896164,0.0265567669242829,"334512","Automatic environmental control manufacturing",115910648.761787,0.504187158089647
"127",126,"334513","Industrial process variable instruments manufacturing",34000,0,50,694,52766973,64698938.5584997,64700101.5509483,741.708189797946,67908646.022045,0.944335414808207,0.494811629428812,137241410.636277,71911573.9568415,54926420.9654122,1322937.88230699,2391856.14175364,1734518.55680249,904360.834471123,0,137241410.636277,0.00540440517449687,0.471432793141562,0.471424319077916,0.400217548848871,0.0174280935372534,0.00658956236516613,"334513","Industrial process variable instruments manufacturing",291980123.069895,0.545476241397141
"128",127,"334514","Totalizing fluid meter and counting device manufacturing",34000,0,9,68,3713170,4552812.94394629,4552894.78280164,72.6745776747267,4778677.51007201,0.386526315789474,0.15684264479754,30467973.2750016,12363136.2597179,9443025.50047873,274344.740856014,496012.066893099,5518702.90301662,2877397.15611393,0,30467973.2750016,0.00238527771502133,0.149432150990404,0.149429464928729,0.309932840469785,0.0162797854132315,0.0944400577663227,"334514","Totalizing fluid meter and counting device manufacturing",495595177.76864,0.120277830811461
"129",128,"334515","Electricity and signal testing instruments manufacturing",34000,0,57,1307,109900691,134752055.126332,134754477.354981,1396.84813265982,141437090.255246,0.750036226633821,0.375317235878471,376846775.832709,188573678.48753,144033521.694556,3694237.55107033,6679138.07125685,32329796.4215138,16856436.3611885,0,376846775.832709,0.00370667396469889,0.357584265003243,0.357577837381184,0.382207122181922,0.0177237500745446,0.0447302124953604,"334515","Electricity and signal testing instruments manufacturing",371777501.062959,0.697299598371166
"130",129,"334516","Analytical laboratory instrument manufacturing",34000,0,34,701,55602574,68175741.6503773,68176967.1399214,749.189396323286,71557932.9456811,0.501743216613612,0.250681611632839,285453458.191774,142618635.541589,108932829.338034,3583208.11980495,6478398.16453924,50693313.031342,26430992.4476355,0,285453458.191774,0.00262455883725873,0.238837418792518,0.238833125659929,0.381613276041834,0.022695111860186,0.0925930013777537,"334516","Analytical laboratory instrument manufacturing",420183912.709911,0.631512428748898
"131",130,"334517","Irradiation apparatus manufacturing",34000,0,10,93,6713623,8231745.29988541,8231893.26920046,99.3931724080821,8640121.30907073,0.7189763399324,0.257300846725419,33579840.1716537,12017254.0168472,9178838.90809823,226036.110242883,408670.630551259,2353434.79488178,1227057.6446851,0,33579840.1716537,0.00295990605970735,0.245143908580881,0.245139502088346,0.273343734251794,0.0121701183943167,0.0365414974702862,"334517","Irradiation apparatus manufacturing",180922434.2749,0.330255579269179
"132",131,"33451A","Watch, clock, and other measuring and controlling device manufacturing",34000,0,34,1065,61972743,75986369.1945849,75987735.0836634,1138.21213564094,79756044.8919851,0.574628270280444,0.301620233155503,264425380.411619,138795894.697385,106013000.70271,2673770.39227614,4834145.4424545,42421163.089396,22117975.2158341,0,264425380.411619,0.00430447385144776,0.287369294752935,0.287364129253781,0.400918401016136,0.0182816998690875,0.0836454321495312,"33451A","Watch, clock, and other measuring and controlling device manufacturing",253809208.294275,0.705194612699009
"133",132,"334610","Manufacturing and reproducing magnetic and optical media",34000,0,22,393,22183112,27199282.4057639,27199771.3250684,420.016309208347,28548635.914275,0.538648648648649,0.284024511899672,100514690.522061,53000478.1148106,40482031.08514,1334812.91686137,2413326.064652,17341626.8297154,9041752.85372519,0,100514690.522061,0.00417865594597997,0.270604935296484,0.270600071138797,0.402747408113991,0.0240096850730722,0.0899545410403537,"334610","Manufacturing and reproducing magnetic and optical media",262118516.227255,0.383470393350295
"134",133,"335110","Electric lamp bulb and part manufacturing",34000,0,9,278,29130655,40444078.5756503,40759635.2858221,297.110773434912,40976087.0412894,0.896032831737346,0.314903846153846,130122535.947911,45730564.3163092,41663320.3131061,284974.831142997,159312.658845624,4046642.60223055,3466081.28776214,0,130122535.947911,0.0022833152710292,0.313240400587784,0.310815327114746,0.320185277743005,0.0012243279589125,0.0266370560834261,"335110","Electric lamp bulb and part manufacturing",43340457.6366302,0.941369686659283
"135",134,"335120","Lighting fixture manufacturing",34000,0,55,1452,90877981,126172109.908289,127156542.174279,1551.81598211328,127831799.854574,0.582048780487805,0.265817144893958,480901259.794847,219623859.957992,200090669.394326,6090564.76595412,3404876.36344539,77576616.602249,66446900.7034967,0,480901259.794847,0.00322689107276468,0.264412994527243,0.262365937577528,0.416074329852421,0.00708019846921987,0.138171608724508,"335120","Lighting fixture manufacturing",531574841.46269,0.904293088385594
"136",135,"335210","Small electrical appliance manufacturing",34000,1,10,18,720033,999671.007365308,1007470.73739867,19.2373882080159,1012820.85420327,0.749116607773852,0.295758928571429,3424481.07685332,1352020.29122418,1231772.56404427,45266.5535903196,25305.8664174911,264635.236374176,226668.705650815,0,3424481.07685332,0.00561760680707067,0.294196613965354,0.291918975439013,0.359696122244636,0.00738969375200757,0.066190672561431,"335210","Small electrical appliance manufacturing",89336357.2391751,0.433880967491862
"137",136,"335221","Household cooking appliance manufacturing",34000,1,1,13,326022,452638.616790136,456170.237681037,13.8936692613448,458592.704124753,0.59414504324684,0.190975192472198,2401320.81129602,771853.117916577,703205.048247334,9357.35260475494,5231.14521110639,276041.901840271,236438.886418941,0,2401320.81129602,0.00578584468846803,0.189966386638209,0.18849568731545,0.292840941926375,0.00217844495683319,0.0984620152820531,"335221","Household cooking appliance manufacturing",131933512.575031,0.251412613322879
"138",137,"335222","Household refrigerator and home freezer manufacturing",34000,0,0,0,0,0,0,0,0,0.410706638115632,0.166031855955679,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"335222","Household refrigerator and home freezer manufacturing",154768278.223186,0
"139",138,"335224","Household laundry equipment manufacturing",34000,0,0,0,0,0,0,0,0,0.842525399129173,0.27362715060099,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"335224","Household laundry equipment manufacturing",134956392.200876,0
"140",139,"335228","Other major household appliance manufacturing",34000,1,1,60,3211658,4458964.22549084,4493754.38838546,64.124627360053,4517618.21884381,0.392265193370166,0.170785042641592,26452071.8499011,11516745.0367708,10492453.8895365,94858.950282098,53030.0571602507,6281770.48534782,5380541.17289207,0,26452071.8499011,0.00242418165669291,0.169882889094083,0.168567674048092,0.39665905752391,0.0020047600604279,0.203407173677104,"335228","Other major household appliance manufacturing",98657423.8075626,0.766253646470195
"141",140,"335311","Power, distribution, and specialty transformer manufacturing",34000,0,23,841,49130426,68211127.0618245,68743330.5291993,898.813526830076,69108388.1276143,0.662405768600459,0.274480510661415,251778852.935984,104329387.519719,95050405.6813926,1370769.53457269,766316.584315383,30686545.2625932,26284026.2350108,0,251778852.935984,0.00356985313241777,0.273030597000446,0.270916823499738,0.377515444895444,0.0030436098003442,0.104393303601608,"335311","Power, distribution, and specialty transformer manufacturing",216182290.767626,0.924512145859408
"142",141,"335312","Motor and generator manufacturing",34000,0,15,290,19195307,26650156.1530879,26858088.5846675,309.935698906923,27000716.9566311,0.688813559322034,0.245588590766256,109942879.970062,39198875.5029832,35712555.2769948,605297.547067708,338386.240038521,10507965.4170954,9000414.88333321,0,109942879.970062,0.00281906112511624,0.244291295552574,0.242400018630992,0.324828267976239,0.003077836783343,0.0818644634903513,"335312","Motor and generator manufacturing",371053510.263049,0.812842933466853
"143",142,"335313","Switchgear and switchboard apparatus manufacturing",34000,0,19,296,23660824,32849938.4933375,33106243.4676469,316.348161642928,33282052.3154261,0.584311019093628,0.244913701668113,135892978.174521,56959480.8721092,51893544.9829247,847582.630270912,473833.572874617,20712054.4157751,17740549.7095439,0,135892978.174521,0.00232792132376889,0.243619971483222,0.241733891880342,0.381870687360168,0.00348681425074144,0.130547949922479,"335313","Switchgear and switchboard apparatus manufacturing",337066756.975316,0.809780219082171
"144",143,"335314","Relay and industrial control manufacturing",34000,0,19,635,47265578,65622031.1749094,66134033.7473901,678.652306227228,66485234.8216974,0.815419673376377,0.398515081206497,166832418.538377,81534989.8861338,74283325.6299957,761735.583748531,425841.540804031,12963611.1382389,11103755.4844372,0,166832418.538377,0.00406786829665912,0.39640996831906,0.393341005002659,0.44525714055334,0.0025525107442237,0.0665563418771813,"335314","Relay and industrial control manufacturing",277699947.884425,0.822113557570964
"145",144,"335911","Storage battery manufacturing",34000,1,3,75,4833093,6710113.21425576,6762467.50999797,80.1557842000663,6798379.21415246,0.577486118122161,0.200807442513604,33855215.3697785,11772368.2021294,10725342.1116043,216564.202152536,121068.301777112,4315041.72788928,3695973.88726788,0,33855215.3697785,0.00236760520719118,0.199746698880392,0.198200281432729,0.316800291903579,0.00357606059966719,0.109170000748752,"335911","Storage battery manufacturing",319273025.48268,0.724534823498186
"146",145,"335912","Primary battery manufacturing",34000,0,0,0,0,0,0,0,0,0.598145285935085,0.251298701298701,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"335912","Primary battery manufacturing",74671390.395758,0
"147",146,"335920","Communication and energy wire and cable manufacturing",34000,1,14,238,24630041,34195568.6724342,34462372.6529611,254.361021861544,34645383.1486634,0.473134708428826,0.115907673112913,298905001.008113,73225198.936922,66712601.602685,4128128.89978417,2307793.9495368,31003437.2103132,26555454.5172193,0,298905001.008113,0.000850976132897287,0.115295403344642,0.114402798739075,0.223189981357569,0.00772082749286005,0.0888424563913485,"335920","Communication and energy wire and cable manufacturing",410246061.550454,0.890102527552563
"148",147,"335930","Wiring device manufacturing",34000,0,24,1319,83317142,115674880.559555,116577410.325207,1409.67305813183,117196488.119593,0.550900015126305,0.290106738888004,403977131.206308,212736403.887598,193815778.78903,3195571.00105949,1786455.70441027,83876409.4865247,71842878.6485045,0,403977131.206308,0.00348948727350589,0.288574281363645,0.286340170331279,0.479769184483984,0.00442217038146633,0.17783897428544,"335930","Wiring device manufacturing",271314036.049072,0.927332802134062
"149",148,"335991","Carbon and graphite product manufacturing",34000,0,7,147,8931319,12399960.3654706,12496708.538182,157.10533703213,12563071.6074706,0.55325164938737,0.220097487814023,57079577.473806,22707698.4250874,20688091.8091016,467968.146482978,261613.453273184,8754904.07378571,7498860.70234485,0,57079577.473806,0.00275239138033609,0.218934846599325,0.21723987657689,0.36244297390946,0.00458331096429785,0.131375546810698,"335991","Carbon and graphite product manufacturing",141794581.931797,0.88000352719037
"150",149,"335999","All other miscellaneous electrical equipment and component manufacturing",34000,0,38,681,42742809,59342761.9715387,59805771.8211813,727.814520536602,60123367.0157162,0.702825159914712,0.279254474213703,215299565.69185,85545268.5032109,77936932.907011,1557907.77399409,870934.561890224,21623759.903038,18521455.1761176,0,215299565.69185,0.00338047370508074,0.277779342605731,0.275628804827567,0.361992987104113,0.00404522210294079,0.0860264400283403,"335999","All other miscellaneous electrical equipment and component manufacturing",242309476.628355,0.88953598215125
"151",150,"336111","Automobile manufacturing",34000,0,3,49,3537373,4638699.92790317,6726230.30778471,52.3684456773766,4696087.71163347,0.602389629561286,0.148712517225278,31578294.8150865,7795764.53707143,8414203.45271781,110238.214723987,226481.931515371,3235724.49978575,3711677.90977922,0,31578294.8150865,0.00165836838195448,0.213001694587108,0.146895199853762,0.26645528208502,0.00717207603645429,0.117538895988961,"336111","Automobile manufacturing",2270210098.55877,0.0332051334220614
"152",151,"336112","Light truck and utility vehicle manufacturing",34000,0,0,0,0,0,0,0,0,0.203210135889188,0.0384763585740566,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"336112","Light truck and utility vehicle manufacturing",4570304037.24132,0
"153",152,"336120","Heavy duty truck manufacturing",34000,1,1,45,2141559,2808312.71649905,4072123.31063451,48.0934705200398,2843055.82239647,0.650313436903789,0.119234421068412,23844254.0075338,4371823.89454008,4718641.19717657,45012.9304718397,92478.0527510768,1605032.49225303,1841122.02579914,0,23844254.0075338,0.0020169836516942,0.170780067573004,0.117777336024509,0.197894268182417,0.00387842088588124,0.0772144947465087,"336120","Heavy duty truck manufacturing",600778682.549667,0.154981732191379
